Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Loss per 1000 Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),cluster_id,risk_profile
Brazil,2021,Phishing,Government,42.82,974362,0.043947,Insider,Unpatched Software,Encryption,70,0,Widespread Lower-Loss Incidents
Brazil,2021,Malware,Education,74.37,298836,0.248866,Hacker Group,Social Engineering,Encryption,29,1,Concentrated High-Loss Incidents
Brazil,2021,DDoS,Government,56.2,713309,0.078788,Hacker Group,Zero-day,Antivirus,51,3,Critical High-Impact Incidents
Brazil,2021,DDoS,Education,69.37,666096,0.104144,Hacker Group,Zero-day,Encryption,9,3,Critical High-Impact Incidents
Brazil,2021,SQL Injection,IT,92.4,654303,0.141219,Hacker Group,Unpatched Software,AI-based Detection,15,3,Critical High-Impact Incidents
Brazil,2021,DDoS,Banking,14.72,126781,0.116106,Insider,Weak Passwords,Antivirus,32,2,Lower-Impact Incidents
Brazil,2021,Ransomware,Healthcare,78.08,989151,0.078936,Unknown,Social Engineering,AI-based Detection,2,3,Critical High-Impact Incidents
Brazil,2021,Malware,Healthcare,83.06,937717,0.088577,Unknown,Unpatched Software,Encryption,56,3,Critical High-Impact Incidents
Brazil,2021,DDoS,Telecommunications,67.87,683261,0.099332,Hacker Group,Unpatched Software,Antivirus,13,3,Critical High-Impact Incidents
Brazil,2021,Ransomware,Government,21.21,570810,0.037158,Insider,Social Engineering,Firewall,72,0,Widespread Lower-Loss Incidents
Brazil,2021,Ransomware,Government,72.14,673933,0.107043,Unknown,Zero-day,AI-based Detection,22,3,Critical High-Impact Incidents
Brazil,2021,Ransomware,Government,74.01,956893,0.077344,Unknown,Social Engineering,Antivirus,49,3,Critical High-Impact Incidents
Brazil,2021,DDoS,Retail,89.79,454088,0.197737,Hacker Group,Social Engineering,VPN,70,1,Concentrated High-Loss Incidents
Brazil,2021,SQL Injection,IT,34.32,673923,0.050926,Hacker Group,Unpatched Software,Encryption,3,0,Widespread Lower-Loss Incidents
Brazil,2021,Man-in-the-Middle,IT,97.37,966570,0.100738,Nation-state,Weak Passwords,Antivirus,32,3,Critical High-Impact Incidents
Brazil,2021,SQL Injection,Telecommunications,11.61,848702,0.01368,Unknown,Weak Passwords,Antivirus,48,0,Widespread Lower-Loss Incidents
Brazil,2021,Malware,Banking,34.68,786462,0.044096,Unknown,Weak Passwords,Firewall,17,0,Widespread Lower-Loss Incidents
Brazil,2021,DDoS,Retail,75.1,740795,0.101378,Hacker Group,Unpatched Software,Firewall,12,3,Critical High-Impact Incidents
Brazil,2021,Man-in-the-Middle,Banking,3.69,566386,0.006515,Insider,Unpatched Software,Encryption,45,0,Widespread Lower-Loss Incidents
Brazil,2021,SQL Injection,Banking,4.34,258021,0.01682,Hacker Group,Unpatched Software,Encryption,46,2,Lower-Impact Incidents
Brazil,2021,SQL Injection,Healthcare,54.59,437634,0.124739,Unknown,Weak Passwords,AI-based Detection,29,1,Concentrated High-Loss Incidents
Brazil,2021,Phishing,Telecommunications,83.79,90156,0.929389,Hacker Group,Unpatched Software,Antivirus,65,1,Concentrated High-Loss Incidents
Brazil,2021,DDoS,Banking,84.41,230110,0.366825,Unknown,Social Engineering,Antivirus,51,1,Concentrated High-Loss Incidents
Brazil,2021,DDoS,Education,80.79,134998,0.598453,Unknown,Zero-day,AI-based Detection,42,1,Concentrated High-Loss Incidents
Brazil,2021,Man-in-the-Middle,Education,27.95,625370,0.044694,Insider,Social Engineering,Firewall,24,0,Widespread Lower-Loss Incidents
Brazil,2021,Ransomware,Healthcare,67.25,796351,0.084448,Nation-state,Weak Passwords,AI-based Detection,21,3,Critical High-Impact Incidents
Brazil,2021,Man-in-the-Middle,Banking,81.68,893986,0.091366,Insider,Unpatched Software,Firewall,47,3,Critical High-Impact Incidents
China,2021,Man-in-the-Middle,Banking,85.26,812101,0.104987,Insider,Social Engineering,VPN,52,3,Critical High-Impact Incidents
China,2021,DDoS,Telecommunications,84.09,954379,0.08811,Insider,Social Engineering,VPN,59,3,Critical High-Impact Incidents
China,2021,DDoS,Telecommunications,10.2,950257,0.010734,Nation-state,Weak Passwords,AI-based Detection,61,0,Widespread Lower-Loss Incidents
China,2021,SQL Injection,Government,55.55,224311,0.247647,Insider,Zero-day,Firewall,57,1,Concentrated High-Loss Incidents
China,2021,Ransomware,Education,21.9,304804,0.071849,Hacker Group,Weak Passwords,AI-based Detection,53,2,Lower-Impact Incidents
China,2021,Phishing,Retail,41.97,617987,0.067914,Insider,Social Engineering,Antivirus,23,0,Widespread Lower-Loss Incidents
China,2021,SQL Injection,Healthcare,23.15,730762,0.031679,Insider,Social Engineering,VPN,19,0,Widespread Lower-Loss Incidents
China,2021,Ransomware,Telecommunications,44.84,16106,2.784056,Nation-state,Weak Passwords,Firewall,29,2,Lower-Impact Incidents
China,2021,Phishing,Healthcare,55.04,871600,0.063148,Insider,Unpatched Software,Firewall,29,3,Critical High-Impact Incidents
China,2021,SQL Injection,Government,13.76,11310,1.216622,Hacker Group,Weak Passwords,Antivirus,71,2,Lower-Impact Incidents
China,2021,SQL Injection,Healthcare,57.2,328454,0.174149,Nation-state,Zero-day,VPN,10,1,Concentrated High-Loss Incidents
China,2021,Ransomware,Healthcare,56.11,255531,0.219582,Unknown,Social Engineering,Firewall,17,1,Concentrated High-Loss Incidents
China,2021,Phishing,Telecommunications,76.26,756305,0.100832,Nation-state,Weak Passwords,VPN,45,3,Critical High-Impact Incidents
China,2021,Ransomware,Healthcare,32.72,994243,0.032909,Hacker Group,Social Engineering,Firewall,54,0,Widespread Lower-Loss Incidents
China,2021,Malware,Education,42.26,615849,0.068621,Nation-state,Unpatched Software,Encryption,44,0,Widespread Lower-Loss Incidents
China,2021,Ransomware,IT,71.9,698786,0.102893,Hacker Group,Zero-day,Antivirus,21,3,Critical High-Impact Incidents
China,2021,Ransomware,Retail,40.01,998728,0.040061,Unknown,Weak Passwords,AI-based Detection,68,0,Widespread Lower-Loss Incidents
China,2021,Phishing,Government,84.49,884734,0.095498,Hacker Group,Weak Passwords,Encryption,6,3,Critical High-Impact Incidents
China,2021,Ransomware,Government,5.96,92237,0.064616,Nation-state,Weak Passwords,AI-based Detection,47,2,Lower-Impact Incidents
China,2021,DDoS,Healthcare,38.67,340194,0.11367,Unknown,Weak Passwords,VPN,44,2,Lower-Impact Incidents
China,2021,SQL Injection,IT,98.57,430792,0.228811,Insider,Weak Passwords,Antivirus,9,1,Concentrated High-Loss Incidents
China,2021,Man-in-the-Middle,Telecommunications,66.61,596341,0.111698,Insider,Weak Passwords,AI-based Detection,9,3,Critical High-Impact Incidents
China,2021,Man-in-the-Middle,Retail,49.59,284823,0.174108,Unknown,Social Engineering,Antivirus,50,2,Lower-Impact Incidents
China,2021,Ransomware,Retail,12.97,425647,0.030471,Unknown,Zero-day,Antivirus,4,2,Lower-Impact Incidents
China,2021,Man-in-the-Middle,Banking,33.3,935265,0.035605,Nation-state,Unpatched Software,Firewall,20,0,Widespread Lower-Loss Incidents
China,2021,Phishing,Education,70.2,631101,0.111234,Unknown,Zero-day,Firewall,36,3,Critical High-Impact Incidents
China,2021,Malware,Banking,92.2,248859,0.370491,Nation-state,Social Engineering,Antivirus,33,1,Concentrated High-Loss Incidents
China,2021,Malware,Retail,20.52,33426,0.613893,Unknown,Social Engineering,Antivirus,16,2,Lower-Impact Incidents
China,2021,SQL Injection,IT,97.06,329378,0.294677,Nation-state,Weak Passwords,VPN,61,1,Concentrated High-Loss Incidents
China,2021,Phishing,Retail,51.06,628562,0.081233,Insider,Zero-day,AI-based Detection,52,3,Critical High-Impact Incidents
China,2021,SQL Injection,IT,39.44,155768,0.253197,Nation-state,Social Engineering,AI-based Detection,19,2,Lower-Impact Incidents
France,2021,Man-in-the-Middle,Telecommunications,90.99,483484,0.188197,Hacker Group,Unpatched Software,VPN,2,1,Concentrated High-Loss Incidents
France,2021,Phishing,Retail,45.67,95873,0.476359,Unknown,Unpatched Software,Antivirus,50,2,Lower-Impact Incidents
France,2021,SQL Injection,Banking,78.89,704427,0.111992,Hacker Group,Zero-day,VPN,30,3,Critical High-Impact Incidents
France,2021,Man-in-the-Middle,Healthcare,53.77,302180,0.17794,Insider,Weak Passwords,AI-based Detection,11,1,Concentrated High-Loss Incidents
France,2021,Ransomware,Banking,27.1,199832,0.135614,Nation-state,Weak Passwords,Antivirus,54,2,Lower-Impact Incidents
France,2021,Malware,Government,50.84,7910,6.427307,Unknown,Unpatched Software,Firewall,19,1,Concentrated High-Loss Incidents
France,2021,SQL Injection,Telecommunications,52.67,434504,0.121219,Unknown,Social Engineering,AI-based Detection,46,1,Concentrated High-Loss Incidents
France,2021,SQL Injection,Banking,62.9,577763,0.108868,Insider,Zero-day,AI-based Detection,43,3,Critical High-Impact Incidents
France,2021,Malware,Education,55.66,21833,2.549352,Hacker Group,Zero-day,Encryption,2,1,Concentrated High-Loss Incidents
France,2021,Ransomware,Government,2.39,665023,0.003594,Insider,Unpatched Software,Firewall,49,0,Widespread Lower-Loss Incidents
France,2021,Man-in-the-Middle,Retail,94.4,357092,0.264358,Unknown,Unpatched Software,VPN,71,1,Concentrated High-Loss Incidents
France,2021,Phishing,Retail,31.52,380086,0.082929,Nation-state,Social Engineering,Encryption,65,2,Lower-Impact Incidents
France,2021,DDoS,Healthcare,90.63,603327,0.150217,Nation-state,Unpatched Software,AI-based Detection,15,3,Critical High-Impact Incidents
France,2021,SQL Injection,Government,42.75,467551,0.091434,Unknown,Unpatched Software,Encryption,61,2,Lower-Impact Incidents
France,2021,SQL Injection,Government,2.3,841324,0.002734,Unknown,Weak Passwords,Encryption,8,0,Widespread Lower-Loss Incidents
France,2021,Phishing,IT,76.02,573328,0.132594,Insider,Zero-day,AI-based Detection,10,3,Critical High-Impact Incidents
France,2021,Malware,Telecommunications,68.64,894858,0.076705,Hacker Group,Social Engineering,Firewall,19,3,Critical High-Impact Incidents
France,2021,Malware,Banking,47.14,169113,0.278749,Insider,Weak Passwords,VPN,55,2,Lower-Impact Incidents
France,2021,SQL Injection,Retail,63.74,235418,0.270752,Nation-state,Weak Passwords,Encryption,28,1,Concentrated High-Loss Incidents
France,2021,Ransomware,Retail,76.83,189999,0.404371,Hacker Group,Social Engineering,VPN,57,1,Concentrated High-Loss Incidents
France,2021,Ransomware,IT,58.86,935319,0.06293,Nation-state,Social Engineering,Antivirus,25,3,Critical High-Impact Incidents
France,2021,Ransomware,IT,99.77,533151,0.187133,Nation-state,Zero-day,Antivirus,43,3,Critical High-Impact Incidents
France,2021,Man-in-the-Middle,Government,44.03,60431,0.7286,Hacker Group,Weak Passwords,AI-based Detection,59,2,Lower-Impact Incidents
France,2021,Malware,IT,33.84,440358,0.076847,Nation-state,Social Engineering,Antivirus,5,2,Lower-Impact Incidents
France,2021,Malware,Retail,3.44,887718,0.003875,Insider,Zero-day,Antivirus,55,0,Widespread Lower-Loss Incidents
France,2021,Man-in-the-Middle,Education,20.57,119348,0.172353,Nation-state,Unpatched Software,Firewall,48,2,Lower-Impact Incidents
France,2021,SQL Injection,Government,98.76,904598,0.109176,Hacker Group,Social Engineering,AI-based Detection,11,3,Critical High-Impact Incidents
France,2021,Phishing,Retail,13.47,537683,0.025052,Insider,Unpatched Software,VPN,41,0,Widespread Lower-Loss Incidents
France,2021,Phishing,Education,78.99,542754,0.145536,Insider,Zero-day,VPN,42,3,Critical High-Impact Incidents
France,2021,Man-in-the-Middle,Healthcare,52.04,757744,0.068678,Nation-state,Zero-day,Antivirus,43,3,Critical High-Impact Incidents
France,2021,Man-in-the-Middle,Banking,4.94,71156,0.069425,Insider,Social Engineering,Encryption,34,2,Lower-Impact Incidents
France,2021,Phishing,Retail,45.74,754278,0.060641,Insider,Social Engineering,Firewall,46,0,Widespread Lower-Loss Incidents
Germany,2021,Man-in-the-Middle,Banking,37.69,361849,0.104159,Hacker Group,Zero-day,Firewall,63,2,Lower-Impact Incidents
Germany,2021,Phishing,Healthcare,96.81,374164,0.258737,Hacker Group,Weak Passwords,Antivirus,53,1,Concentrated High-Loss Incidents
Germany,2021,Phishing,Banking,48.0,170032,0.2823,Nation-state,Social Engineering,Encryption,24,2,Lower-Impact Incidents
Germany,2021,Man-in-the-Middle,IT,90.57,254634,0.355687,Hacker Group,Social Engineering,AI-based Detection,5,1,Concentrated High-Loss Incidents
Germany,2021,Malware,Government,88.01,334748,0.262914,Unknown,Zero-day,Encryption,5,1,Concentrated High-Loss Incidents
Germany,2021,SQL Injection,Banking,69.07,264662,0.260974,Insider,Social Engineering,AI-based Detection,46,1,Concentrated High-Loss Incidents
Germany,2021,SQL Injection,Education,1.62,61463,0.026357,Hacker Group,Weak Passwords,Antivirus,58,2,Lower-Impact Incidents
Germany,2021,Ransomware,Healthcare,66.84,242893,0.275183,Nation-state,Zero-day,Antivirus,50,1,Concentrated High-Loss Incidents
Germany,2021,Ransomware,Healthcare,16.64,912847,0.018229,Unknown,Weak Passwords,Antivirus,27,0,Widespread Lower-Loss Incidents
Germany,2021,DDoS,IT,73.5,806210,0.091167,Unknown,Weak Passwords,Antivirus,5,3,Critical High-Impact Incidents
Germany,2021,DDoS,Banking,1.62,823004,0.001968,Nation-state,Zero-day,Encryption,22,0,Widespread Lower-Loss Incidents
Germany,2021,Malware,Telecommunications,78.46,606940,0.129271,Insider,Social Engineering,AI-based Detection,32,3,Critical High-Impact Incidents
Germany,2021,DDoS,Banking,91.24,8787,10.383521,Hacker Group,Unpatched Software,Encryption,55,1,Concentrated High-Loss Incidents
Germany,2021,Malware,Healthcare,23.34,518982,0.044973,Hacker Group,Weak Passwords,VPN,20,0,Widespread Lower-Loss Incidents
Germany,2021,Malware,Retail,43.99,431678,0.101905,Insider,Unpatched Software,Encryption,60,2,Lower-Impact Incidents
Germany,2021,DDoS,Government,28.71,937384,0.030628,Hacker Group,Unpatched Software,Encryption,67,0,Widespread Lower-Loss Incidents
Germany,2021,SQL Injection,Retail,27.54,383781,0.07176,Nation-state,Zero-day,Antivirus,57,2,Lower-Impact Incidents
Germany,2021,Ransomware,IT,25.85,176331,0.146599,Insider,Weak Passwords,Antivirus,25,2,Lower-Impact Incidents
Germany,2021,SQL Injection,Education,17.55,519698,0.03377,Insider,Social Engineering,Encryption,30,0,Widespread Lower-Loss Incidents
Germany,2021,Ransomware,Education,11.42,55683,0.20509,Hacker Group,Unpatched Software,AI-based Detection,19,2,Lower-Impact Incidents
Germany,2021,SQL Injection,Retail,48.2,480984,0.100211,Unknown,Zero-day,VPN,64,2,Lower-Impact Incidents
Germany,2021,Malware,Government,82.72,219703,0.376508,Nation-state,Social Engineering,Firewall,33,1,Concentrated High-Loss Incidents
Germany,2021,Man-in-the-Middle,Banking,14.45,292854,0.049342,Nation-state,Unpatched Software,AI-based Detection,14,2,Lower-Impact Incidents
Germany,2021,Phishing,Telecommunications,55.14,463525,0.118958,Nation-state,Unpatched Software,AI-based Detection,59,1,Concentrated High-Loss Incidents
Germany,2021,Ransomware,Retail,46.82,589744,0.07939,Nation-state,Weak Passwords,VPN,32,0,Widespread Lower-Loss Incidents
Germany,2021,Ransomware,IT,5.54,254933,0.021731,Nation-state,Social Engineering,AI-based Detection,41,2,Lower-Impact Incidents
Germany,2021,DDoS,Healthcare,32.07,510895,0.062772,Unknown,Weak Passwords,Antivirus,6,2,Lower-Impact Incidents
Germany,2021,SQL Injection,Education,55.5,693497,0.080029,Nation-state,Unpatched Software,Antivirus,56,3,Critical High-Impact Incidents
India,2021,Man-in-the-Middle,Telecommunications,71.64,416077,0.17218,Insider,Social Engineering,VPN,39,1,Concentrated High-Loss Incidents
India,2021,Phishing,IT,37.1,713949,0.051964,Hacker Group,Unpatched Software,Antivirus,71,0,Widespread Lower-Loss Incidents
India,2021,Malware,Telecommunications,50.97,838461,0.06079,Nation-state,Zero-day,AI-based Detection,6,3,Critical High-Impact Incidents
India,2021,Malware,Education,65.87,357399,0.184304,Nation-state,Zero-day,Encryption,2,1,Concentrated High-Loss Incidents
India,2021,Man-in-the-Middle,Banking,55.12,942454,0.058486,Hacker Group,Social Engineering,VPN,66,3,Critical High-Impact Incidents
India,2021,SQL Injection,Retail,85.69,172469,0.496843,Insider,Weak Passwords,Antivirus,16,1,Concentrated High-Loss Incidents
India,2021,Man-in-the-Middle,IT,53.49,582718,0.091794,Hacker Group,Social Engineering,Encryption,20,3,Critical High-Impact Incidents
India,2021,Ransomware,Education,20.26,144065,0.140631,Insider,Unpatched Software,Firewall,62,2,Lower-Impact Incidents
India,2021,Man-in-the-Middle,Retail,40.94,698921,0.058576,Insider,Weak Passwords,Firewall,72,0,Widespread Lower-Loss Incidents
India,2021,SQL Injection,IT,52.16,100105,0.521053,Unknown,Zero-day,Firewall,56,1,Concentrated High-Loss Incidents
India,2021,SQL Injection,Healthcare,2.3,942089,0.002441,Insider,Unpatched Software,VPN,39,0,Widespread Lower-Loss Incidents
India,2021,Ransomware,Banking,54.97,798498,0.068842,Nation-state,Zero-day,VPN,54,3,Critical High-Impact Incidents
India,2021,DDoS,Education,95.95,62194,1.542753,Nation-state,Zero-day,AI-based Detection,12,1,Concentrated High-Loss Incidents
India,2021,SQL Injection,Government,18.26,78277,0.233274,Hacker Group,Weak Passwords,Firewall,51,2,Lower-Impact Incidents
India,2021,Ransomware,Government,9.54,386911,0.024657,Insider,Social Engineering,Antivirus,33,2,Lower-Impact Incidents
India,2021,DDoS,Telecommunications,35.19,155426,0.22641,Nation-state,Zero-day,Firewall,16,2,Lower-Impact Incidents
India,2021,Malware,Government,57.91,769222,0.075284,Insider,Weak Passwords,Antivirus,32,3,Critical High-Impact Incidents
India,2021,SQL Injection,Telecommunications,68.91,851981,0.080882,Nation-state,Zero-day,AI-based Detection,57,3,Critical High-Impact Incidents
India,2021,Ransomware,Healthcare,76.83,603402,0.127328,Insider,Zero-day,AI-based Detection,57,3,Critical High-Impact Incidents
India,2021,SQL Injection,Government,75.25,597509,0.12594,Nation-state,Social Engineering,Firewall,20,3,Critical High-Impact Incidents
India,2021,Phishing,Retail,38.5,517843,0.074347,Unknown,Unpatched Software,VPN,69,0,Widespread Lower-Loss Incidents
India,2021,SQL Injection,IT,98.09,826976,0.118613,Nation-state,Zero-day,VPN,57,3,Critical High-Impact Incidents
India,2021,Malware,Telecommunications,82.66,586,141.05802,Hacker Group,Zero-day,VPN,23,1,Concentrated High-Loss Incidents
India,2021,Ransomware,Education,86.73,534013,0.162412,Unknown,Unpatched Software,Firewall,49,3,Critical High-Impact Incidents
Japan,2021,Phishing,Healthcare,37.45,558357,0.067072,Hacker Group,Weak Passwords,VPN,49,0,Widespread Lower-Loss Incidents
Japan,2021,Man-in-the-Middle,Education,15.78,733307,0.021519,Nation-state,Social Engineering,Firewall,29,0,Widespread Lower-Loss Incidents
Japan,2021,Phishing,Banking,94.32,755165,0.1249,Hacker Group,Social Engineering,Antivirus,28,3,Critical High-Impact Incidents
Japan,2021,DDoS,Government,35.46,937562,0.037821,Unknown,Zero-day,Firewall,10,0,Widespread Lower-Loss Incidents
Japan,2021,Ransomware,Government,79.25,437649,0.181081,Hacker Group,Weak Passwords,Firewall,10,1,Concentrated High-Loss Incidents
Japan,2021,DDoS,Banking,32.84,311274,0.105502,Hacker Group,Zero-day,Encryption,67,2,Lower-Impact Incidents
Japan,2021,SQL Injection,Telecommunications,28.33,667271,0.042457,Insider,Weak Passwords,Firewall,22,0,Widespread Lower-Loss Incidents
